7 8 NSPR
0 0 0 # r point
0. 0.
0. 0.
0. 0.
0. 0.
0.4118 0.
0. 0.
0. 0.
-0.05 0.
0. 0.
-3.40 0.
0. 0.
0. 0.
0. 0.
-0.1882 0.
0.05 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
-0.05 0.
0.4118 0.
0. 0.
0. 0.
0. 0.
0. 0. 
-3.40 0.
0.05 0.
0. 0.
0. 0. 
-0.1882 0.
0.4118 0.
0. 0.
0. 0. 
0.05 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
-0.1882 0.
-0.05 0.
0. 0.
0. 0.
-3.40 0.
0. 0.
0. 0.
0. 0.
0.05 0.
0.4118 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
-0.05 0.
0. 0.
0. 0.
-0.1882 0.
0. 0.
0. 0.
0. 0.
-3.40 0.
1 0 0 # r point
0. 0.
0. 0.
0. 0.
0. 0.
0.4118 0.
0. 0.
0. 0.
-0.05 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
-0.1882 0.
0.05 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
-0.05 0.
0.4118 0.
0. 0.
0. 0.
0. 0.
0. 0. 
0. 0.
0.05 0.
0. 0.
0. 0. 
-0.1882 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0 1 0 # r point
0. 0.
0. 0.
0. 0.
0. 0.
0.4118 0.
0. 0.
0. 0.
0.05 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
-0.1882 0.
-0.05 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0.05 0.
0.4118 0.
0. 0.
0. 0.
0. 0.
0. 0. 
0. 0.
-0.05 0.
0. 0.
0. 0. 
-0.1882 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
0. 0.
1 1 0 # r point
0. 0.
0. 0.
0. 0.
0. 0.
0.4118 0.
0. 0.
0. 0.
0.05 0.
0. 0.
0. 0.
0. 0.
0. 0.
